customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
13945,26,Male,Rural,48623.92,6207.44,30026.53,0.27,2,0.32,2,2,1826.29,254822.87,903872.68,26,stable
13946,38,Male,Urban,32789.33,5737.83,23172.79,0.01,3,2.69,2,3,86057.95,436369.88,147462.27,19,stable
13947,65,Male,Rural,70120.56,16959.18,95180.55,0.01,2,78.26,5,1,7152.6,95051.16,785843.25,3,increase
13948,41,Male,Urban,51807.24,6383.21,117703.59,0.67,1,76.13,2,2,41967.52,81743.09,233279.84,0,increase
13949,62,Female,Urban,57491.43,10810.12,26372.49,0.55,4,55.98,4,0,36387.65,281218.07,958087.92,15,stable
13950,40,Male,Semi-Urban,70390.7,8392.4,153349.61,0.41,0,2.09,4,0,46194.58,185116.68,385722.33,24,stable
13951,28,Female,Rural,45423.65,9084.6,111530.35,0.77,1,53.47,1,1,75462.03,340218.53,443006.27,24,stable
13952,38,Male,Semi-Urban,33196.22,12186.49,210912.62,0.89,3,65.52,2,2,49178.5,466817.33,288994.08,6,stable
13953,52,Male,Rural,39589.48,27137.79,384354.52,0.88,4,77.98,1,4,92830.63,130118.21,549322.32,59,stable
13954,53,Female,Urban,32883.25,16641.82,66040.01,0.75,4,17.62,1,1,69353.48,53422.5,296883.86,5,stable
13955,29,Female,Rural,75612.82,31928.05,313253.05,1.0,4,65.24,1,2,49801.28,324052.63,198724.56,32,stable
13956,37,Female,Semi-Urban,43056.28,29871.17,556986.81,0.01,4,81.05,2,1,39379.91,69125.15,528762.18,38,stable
13957,20,Female,Semi-Urban,21723.87,11341.29,204884.47,0.24,2,86.46,1,0,18254.97,22855.75,138834.24,21,stable
13958,43,Female,Urban,28920.66,9314.66,166774.21,0.79,2,71.87,2,0,68675.92,216875.14,475772.06,32,stable
13959,50,Male,Semi-Urban,81206.31,46756.41,655989.62,0.34,6,65.16,4,3,16489.3,341809.49,911296.51,58,stable
13960,35,Female,Urban,54232.47,21106.58,146467.06,0.89,3,0.23,4,1,63333.29,262163.3,353256.79,45,stable
13961,28,Female,Urban,63418.29,7870.75,140729.4,0.69,4,29.42,3,0,27870.21,63888.95,278438.65,48,stable
13962,38,Male,Urban,30738.42,14800.98,288297.6,0.02,0,25.13,3,0,55594.55,427654.46,804085.54,8,stable
13963,39,Male,Urban,66117.85,35583.52,167152.48,0.47,3,18.75,2,0,52749.62,50974.73,374048.1,30,stable
13964,35,Female,Urban,30863.61,21214.24,194043.87,0.12,2,56.45,1,1,46450.59,360797.15,142666.82,28,stable
13965,36,Male,Semi-Urban,46339.18,7352.46,35143.48,0.89,3,75.47,3,0,50149.36,346300.01,365606.53,51,increase
13966,33,Male,Semi-Urban,54420.47,15964.32,309555.53,0.2,7,84.88,1,1,68238.89,26296.43,355643.15,22,increase
13967,44,Male,Semi-Urban,50294.73,26821.15,133289.55,0.12,3,80.07,2,0,53155.88,271511.67,456351.03,39,stable
13968,42,Male,Semi-Urban,52902.32,25791.12,306950.29,0.71,5,42.95,1,1,88017.06,96443.79,59115.19,16,stable
13969,25,Male,Urban,38244.02,15669.17,261782.61,0.3,0,74.98,3,1,7946.73,312398.88,714338.34,55,stable
13970,24,Male,Rural,46732.1,9974.77,57764.03,0.63,1,58.6,3,0,3873.59,384021.79,978911.16,30,stable
13971,32,Female,Rural,33761.44,7647.62,68396.97,0.75,6,16.15,3,1,55460.65,230954.98,78321.57,51,stable
13972,42,Female,Rural,70960.21,48328.34,269986.97,0.6,3,17.19,1,1,85832.55,308827.73,829323.47,30,stable
13973,36,Male,Rural,48223.45,7891.5,133613.39,0.58,4,3.3,6,0,51499.16,307025.66,806892.48,35,stable
13974,28,Female,Semi-Urban,34230.6,18434.51,110163.69,0.14,4,25.41,1,2,80319.14,363123.5,882559.95,8,stable
13975,37,Female,Urban,76540.25,7743.77,80983.55,0.03,2,8.72,2,1,86219.86,79351.95,227465.46,4,stable
13976,31,Male,Semi-Urban,42894.94,7474.85,111318.02,0.83,4,72.65,3,0,56343.75,142582.25,948800.9,5,increase
13977,43,Male,Semi-Urban,61365.4,37587.63,714371.52,0.41,1,19.57,2,0,21256.12,282927.39,514794.91,42,stable
13978,38,Male,Semi-Urban,42324.91,12097.93,98124.79,0.23,3,42.6,1,0,35604.98,277068.81,931432.49,40,stable
13979,31,Male,Urban,51211.06,35686.18,102628.53,0.9,4,29.41,0,0,62818.26,55094.21,542231.12,24,stable
13980,37,Female,Semi-Urban,60214.51,32443.38,501834.75,0.91,4,71.75,3,3,42784.55,423975.16,425642.8,39,stable
13981,48,Male,Urban,46789.83,14976.71,252661.22,0.92,3,83.77,1,2,14643.36,73781.88,727487.97,1,stable
13982,29,Female,Rural,57853.62,20605.52,313992.99,0.25,3,57.31,1,0,71942.06,487982.7,960353.44,21,stable
13983,39,Male,Semi-Urban,67219.05,16442.72,176452.94,0.69,3,45.11,1,0,37237.52,160556.93,418901.5,30,stable
13984,34,Female,Urban,35916.95,21213.95,133716.63,0.53,2,42.33,2,1,81945.54,214225.19,212402.31,33,stable
13985,39,Male,Semi-Urban,24391.4,2547.11,24140.01,0.56,4,92.62,4,0,1381.07,391075.1,523359.33,8,increase
13986,28,Male,Rural,43635.0,10617.24,50420.28,0.44,2,44.38,2,2,77579.86,370841.71,639198.39,47,stable
13987,36,Male,Urban,63439.58,39474.68,518360.48,0.18,1,52.54,3,2,42788.4,458245.0,288192.95,6,stable
13988,46,Male,Rural,42302.51,28949.81,81892.81,0.39,1,66.97,3,0,90933.61,10456.96,778635.13,60,stable
13989,25,Female,Rural,67490.71,24533.81,116418.16,0.07,3,69.34,2,0,71485.57,266296.21,819144.05,0,stable
13990,21,Male,Urban,58821.27,35083.08,449680.42,0.77,4,98.47,5,1,40861.98,313141.44,517324.67,38,stable
13991,22,Female,Semi-Urban,59809.59,35247.7,480053.78,0.48,1,70.97,2,0,41786.02,145653.69,837305.09,47,stable
13992,23,Female,Urban,48050.13,27073.27,278868.9,0.16,3,89.25,3,0,79411.88,212705.84,541258.21,32,stable
13993,40,Male,Rural,40424.52,24463.75,127196.62,0.57,3,51.92,1,1,34452.85,379214.35,693919.47,55,stable
13994,20,Male,Urban,46964.75,31353.84,220507.97,0.06,1,64.25,4,0,86118.49,59296.07,847132.27,18,stable
13995,32,Female,Semi-Urban,50240.77,6621.73,44975.71,0.11,2,5.44,1,0,4632.13,188433.02,681558.61,39,stable
13996,41,Male,Urban,49851.7,15726.36,114393.87,0.63,6,41.65,3,1,60138.04,163127.01,765158.0,5,stable
13997,39,Female,Rural,51481.91,26806.67,82461.05,0.14,2,86.18,2,3,80977.94,100730.82,293805.54,53,stable
13998,31,Male,Semi-Urban,45284.65,9819.6,20933.97,0.27,3,86.5,2,0,90761.29,85351.47,873279.07,52,increase
13999,36,Male,Semi-Urban,44176.97,18496.62,39419.01,0.66,0,75.03,3,1,99797.94,239414.2,902554.08,18,stable
14000,36,Male,Urban,66754.28,31644.41,179790.44,0.5,3,35.28,2,1,11077.64,360152.94,308012.37,29,stable
14001,32,Female,Urban,36093.5,7237.03,43023.96,0.18,0,86.98,3,0,72548.92,263728.69,206543.52,14,increase
14002,32,Male,Urban,47053.27,24031.05,220917.96,0.26,3,19.39,3,1,35947.83,284514.07,277836.78,32,stable
14003,57,Female,Rural,72940.22,8954.9,103509.62,0.92,9,99.49,1,0,55477.54,262420.28,896257.76,2,increase
14004,43,Male,Semi-Urban,47943.93,5601.05,107475.51,0.71,6,60.54,3,3,16778.76,10927.07,959241.86,6,stable
14005,59,Female,Semi-Urban,63135.71,34408.49,192177.52,0.29,2,98.01,3,1,41257.09,53045.32,429557.91,22,stable
14006,30,Male,Semi-Urban,41972.58,20616.55,318290.74,0.04,3,11.2,2,0,6159.3,71961.77,571348.46,34,stable
14007,34,Female,Semi-Urban,34775.73,19436.17,74688.3,0.85,3,80.56,1,1,4545.52,422596.87,618023.13,10,stable
14008,21,Male,Semi-Urban,76939.55,8368.16,127090.97,0.84,1,25.95,3,0,73438.34,272193.76,659723.47,46,stable
14009,26,Female,Rural,34913.27,5124.05,49838.74,0.27,3,73.8,2,2,63880.4,488830.63,976541.97,25,increase
14010,54,Female,Semi-Urban,50180.51,14260.9,194924.86,0.51,1,64.63,2,2,18007.19,223079.51,469214.92,58,stable
14011,29,Female,Urban,73234.73,11870.12,216858.19,0.23,2,36.68,2,0,36121.67,157680.55,381464.28,1,stable
14012,54,Female,Rural,32817.59,9811.31,146245.66,0.43,4,57.62,1,1,39732.51,101295.16,550732.11,42,stable
14013,22,Female,Rural,59745.64,26064.88,364856.72,0.08,2,77.15,4,0,2418.72,161203.17,223074.42,12,stable
14014,24,Female,Semi-Urban,57917.86,24989.87,429008.93,0.07,4,30.64,3,1,24137.36,485856.83,890898.12,40,stable
14015,31,Male,Urban,50135.81,7764.74,71166.28,0.19,3,38.34,2,0,79601.27,29421.46,579285.83,32,stable
14016,34,Male,Urban,76831.87,10995.36,105046.16,0.06,6,15.51,2,0,38436.82,38816.16,690380.75,38,stable
14017,44,Male,Semi-Urban,54052.03,6844.88,72195.81,0.91,3,62.94,2,2,5013.95,354866.31,770272.98,57,stable
14018,39,Female,Rural,51791.77,32515.6,526549.33,0.54,3,48.59,2,0,41176.49,358147.89,648388.94,2,stable
14019,30,Male,Semi-Urban,37435.27,20868.3,372902.4,0.74,3,1.43,1,1,58160.54,355859.68,535319.95,38,stable
14020,33,Female,Rural,49141.79,29199.96,299627.64,0.28,3,53.88,4,1,68521.22,341641.98,621122.65,2,stable
14021,31,Female,Semi-Urban,59170.33,6582.46,90006.33,0.13,2,74.77,3,1,35084.26,266882.17,327672.6,5,increase
14022,25,Male,Urban,62789.96,33330.71,521827.59,0.73,4,90.72,2,1,87507.45,445463.3,738383.99,51,stable
14023,26,Male,Semi-Urban,60791.5,29185.03,308810.47,0.08,3,37.31,1,0,8525.15,182128.05,246583.59,16,stable
14024,45,Male,Urban,25167.57,3982.69,39668.43,0.48,4,40.78,1,2,77248.83,451004.08,949069.54,31,stable
14025,18,Female,Semi-Urban,49418.47,22202.11,306880.41,0.85,5,11.66,2,0,65924.1,40298.58,519445.21,54,stable
14026,51,Male,Urban,38154.88,5278.31,13825.88,0.82,4,99.18,6,0,41028.54,301091.32,705259.16,49,increase
14027,31,Female,Urban,28101.4,10453.47,166320.75,0.92,3,10.5,3,1,83090.48,53265.72,540999.84,8,stable
14028,27,Female,Urban,41128.35,20983.03,107203.19,0.85,2,17.16,4,2,23840.89,347854.18,826516.85,37,stable
14029,42,Female,Urban,43530.81,5956.58,46294.46,0.22,5,63.61,0,2,5866.84,314027.19,241334.43,6,stable
14030,49,Male,Urban,35667.55,14505.66,83737.7,0.64,3,97.12,1,2,77191.16,450798.51,402087.17,49,stable
14031,46,Male,Semi-Urban,50347.57,25885.25,197830.94,0.93,1,52.57,1,1,43145.71,478593.38,977228.82,12,stable
14032,40,Male,Semi-Urban,61065.54,7959.44,144845.67,0.25,1,58.14,3,0,20217.67,294300.83,258172.41,53,stable
14033,45,Male,Semi-Urban,57327.08,35665.57,703083.49,0.36,1,90.42,2,3,74458.62,280180.75,218772.97,49,stable
14034,18,Female,Rural,43471.6,13592.39,35066.55,0.86,3,86.45,1,1,65972.61,454872.44,184023.72,4,stable
14035,29,Female,Urban,62470.01,18031.76,78309.32,0.41,2,18.63,2,0,58294.99,408377.26,829968.92,22,stable
14036,25,Female,Rural,40501.8,7002.13,65240.07,0.53,2,29.27,1,3,89944.94,74612.1,196358.47,51,stable
14037,47,Female,Urban,73666.85,50918.76,132972.32,0.88,7,18.07,2,2,16214.67,112261.23,584770.79,32,stable
14038,31,Male,Urban,53103.86,23733.02,245459.07,0.61,1,73.15,3,1,30757.73,272821.96,923953.82,52,stable
14039,43,Male,Semi-Urban,62988.23,28341.97,217021.26,0.77,4,56.52,0,0,89825.89,409195.45,477959.72,8,stable
14040,40,Female,Rural,43026.43,20047.85,226026.35,0.6,5,73.38,3,0,63870.91,117966.38,846507.81,10,stable
14041,26,Male,Urban,46441.44,16273.57,74610.97,0.92,6,67.09,2,2,52780.72,280151.91,255849.28,52,stable
14042,29,Female,Semi-Urban,51505.9,16980.1,164753.51,0.47,1,87.41,2,0,63608.81,5603.95,500303.58,13,stable
14043,47,Female,Rural,48242.24,20710.34,323011.59,0.68,0,8.16,0,3,29793.82,137787.75,435923.56,31,stable
14044,27,Male,Rural,44189.36,8793.72,77753.86,0.48,3,57.46,2,0,23250.76,44669.28,530104.62,16,stable
14045,36,Female,Urban,30205.55,13692.72,241518.59,0.19,3,27.88,0,1,30765.71,7506.49,946925.8,51,stable
14046,27,Male,Urban,41001.52,16346.85,84685.36,0.75,1,0.27,0,1,93391.9,157832.55,598114.46,24,stable
14047,31,Male,Semi-Urban,33424.07,6312.39,55806.16,0.55,3,30.62,4,2,90037.95,352888.1,897786.08,39,stable
14048,34,Female,Rural,24377.27,13838.63,42183.71,0.02,6,74.89,1,1,76502.95,108101.41,416281.83,41,stable
14049,27,Male,Rural,52938.26,7691.28,24789.24,0.22,2,83.01,2,2,71710.45,237379.66,471592.75,5,increase
14050,25,Male,Urban,38509.13,9401.02,113705.67,0.76,4,56.17,3,2,58159.07,144529.57,331485.27,8,stable
14051,37,Female,Semi-Urban,68407.49,13775.31,215263.05,0.04,4,47.02,2,1,95750.57,28740.35,692538.44,59,stable
14052,26,Male,Rural,39261.6,14709.97,274129.64,0.21,6,61.83,4,1,87714.76,55820.41,676290.34,55,stable
14053,26,Male,Urban,36915.32,19376.97,163026.13,0.2,0,91.32,4,0,31414.47,146722.26,550533.12,17,stable
14054,25,Male,Rural,65460.8,16059.18,246547.34,0.26,3,93.55,2,2,82978.19,261404.42,875717.91,4,increase
14055,34,Male,Rural,58675.42,11195.25,30503.19,0.5,3,1.51,4,1,96680.91,76290.48,450402.28,57,stable
14056,44,Male,Rural,64755.49,28451.2,162367.2,0.92,0,7.15,1,1,17668.87,109316.68,152531.08,4,stable
14057,50,Male,Semi-Urban,46170.29,23056.18,233944.38,0.76,3,72.12,5,0,14261.25,461207.69,445273.56,46,stable
14058,27,Female,Semi-Urban,25599.31,17166.49,280227.49,0.42,1,11.26,0,0,55427.24,368182.87,684227.82,23,stable
14059,56,Male,Semi-Urban,59255.67,27541.14,219449.11,0.46,3,73.64,0,0,27829.51,141718.68,127888.04,28,stable
14060,24,Female,Semi-Urban,63528.62,28001.31,521966.61,0.11,4,48.34,2,5,18697.18,38137.44,281304.99,55,stable
14061,45,Female,Rural,45617.78,17496.58,253928.42,0.64,2,41.85,1,0,42754.01,440834.65,226151.33,28,stable
14062,27,Female,Semi-Urban,74001.97,19811.38,217148.58,0.79,3,38.05,4,1,13932.48,296022.42,450738.7,8,stable
14063,26,Female,Urban,58104.17,38967.22,479892.31,0.78,3,81.71,1,2,62324.06,486910.3,533367.71,19,stable
14064,27,Female,Urban,50200.33,26429.52,324863.7,0.66,3,45.92,1,2,9260.23,466650.35,240292.84,5,stable
14065,34,Female,Urban,59006.21,22670.74,298559.05,0.56,2,14.46,2,1,90696.54,378628.93,200325.22,17,stable
14066,40,Male,Urban,36820.39,15438.8,246710.46,0.03,4,0.97,6,1,98460.1,475172.67,675278.49,49,stable
14067,41,Male,Urban,51804.69,34960.02,552322.44,0.94,0,82.53,0,1,90637.03,417312.47,256011.82,54,stable
14068,25,Female,Urban,29978.14,11729.58,120775.25,0.73,4,30.74,2,2,6660.46,71681.05,699824.29,30,stable
14069,25,Female,Rural,52587.04,36602.21,378502.38,0.2,1,52.18,2,2,92651.84,269689.6,176925.59,37,stable
14070,25,Female,Semi-Urban,52703.07,23335.05,274920.35,0.08,5,81.53,0,0,42060.96,315873.35,476340.36,58,stable
14071,33,Male,Urban,53149.06,34559.19,185065.5,0.18,4,31.51,5,1,39465.62,486918.89,410764.22,31,stable
14072,32,Male,Urban,47702.98,25488.12,329642.11,0.73,3,30.72,2,0,8506.86,19224.43,460446.32,34,stable
14073,25,Female,Semi-Urban,35576.48,5880.13,98523.71,0.76,3,75.32,1,1,85144.41,468841.64,322634.34,33,increase
14074,37,Female,Semi-Urban,80553.7,37795.68,325141.84,0.98,3,87.49,1,1,60731.42,42144.48,707541.71,26,stable
14075,57,Female,Rural,35694.08,23978.46,217244.46,0.95,6,74.51,4,0,14227.59,410219.71,250303.28,41,stable
14076,29,Female,Urban,32885.34,9871.04,126756.5,0.52,3,99.28,3,1,43142.85,97716.87,772366.01,20,stable
14077,30,Female,Urban,48564.79,15263.53,147405.23,0.34,4,79.09,2,1,24923.86,171178.88,602785.08,34,stable
14078,40,Female,Urban,48068.79,8143.56,42930.17,0.2,1,20.6,3,1,63837.01,343980.59,973420.89,57,stable
14079,29,Male,Rural,52987.23,21559.95,85558.55,0.2,6,80.04,3,1,95940.85,4324.81,291200.66,20,stable
14080,41,Male,Semi-Urban,60959.54,17017.98,218144.37,0.16,3,0.18,2,1,66292.32,422005.14,119478.34,7,stable
14081,27,Male,Rural,35432.29,19945.23,184858.23,0.56,0,46.8,2,0,21765.33,388054.82,954908.74,36,stable
14082,53,Female,Rural,69707.86,15586.57,252134.91,0.03,3,53.72,2,0,21921.33,313914.61,585167.63,18,stable
14083,38,Male,Urban,45061.55,24457.25,368743.95,0.3,1,99.9,2,4,89856.23,458031.96,163955.44,29,stable
14084,28,Male,Semi-Urban,26566.85,9184.56,168621.2,0.39,1,33.24,1,1,24619.61,270358.06,757841.43,17,stable
14085,29,Female,Urban,56755.33,37643.53,443404.58,0.16,4,33.14,2,0,68618.18,298019.1,621146.64,59,stable
14086,29,Female,Rural,47580.04,21131.9,101443.62,0.84,5,73.29,0,1,83594.05,115755.2,232740.76,8,stable
14087,48,Female,Rural,52266.97,33022.55,229175.38,0.2,4,83.87,4,1,28043.26,403795.55,604878.06,59,stable
14088,22,Female,Semi-Urban,62949.84,16009.56,298729.47,0.73,3,37.22,2,2,21064.15,225994.96,69415.4,19,stable
14089,28,Female,Semi-Urban,69043.94,46133.08,343577.95,0.87,4,60.0,2,2,42020.58,111985.68,950108.91,41,stable
14090,29,Male,Semi-Urban,36582.13,8417.93,89625.21,0.53,5,88.52,2,2,12082.19,75709.57,850298.69,14,increase
14091,34,Male,Urban,15247.94,10176.63,96955.49,0.67,1,25.6,5,3,93214.62,24398.43,527603.3,3,stable
14092,32,Female,Rural,44627.17,27909.85,506646.23,0.36,4,92.59,2,0,84496.83,203548.33,166730.27,39,stable
14093,20,Female,Semi-Urban,41147.42,9104.45,145102.33,0.88,4,56.7,3,1,88136.81,242892.79,277135.05,25,stable
14094,31,Male,Semi-Urban,46468.52,22957.59,60623.59,0.07,2,10.08,0,1,84343.2,495505.86,535672.15,18,stable
14095,34,Male,Semi-Urban,26548.82,8535.84,88694.26,0.65,5,38.17,2,2,27763.68,374416.56,707283.27,20,stable
14096,28,Male,Urban,43925.23,14975.57,163572.4,0.36,2,62.33,1,2,63268.83,47502.68,988505.65,5,stable
14097,41,Female,Urban,38476.18,4759.65,15333.54,0.65,2,77.04,6,0,50166.84,414950.01,582333.29,58,increase
14098,44,Female,Urban,34545.45,20625.14,173128.96,0.7,9,12.6,5,1,37629.2,314751.69,265588.27,46,stable
14099,34,Female,Urban,24384.59,6236.14,59297.14,0.64,1,32.64,1,0,45630.44,264994.13,550764.92,6,stable
14100,37,Female,Semi-Urban,43343.99,24327.41,419942.2,0.91,1,38.52,1,1,20206.16,355159.38,249893.22,51,stable
14101,18,Male,Rural,67297.13,30519.44,588322.21,0.68,4,55.61,5,5,34249.23,107532.26,552164.35,47,stable
14102,30,Male,Rural,44519.33,30382.92,246414.39,0.6,0,12.24,2,1,19960.46,248961.04,801399.6,18,stable
14103,45,Female,Semi-Urban,21681.4,4780.19,55282.12,0.14,4,20.84,3,1,40858.81,477616.3,176345.89,36,stable
14104,30,Male,Rural,74311.8,21721.38,408948.63,0.29,4,29.08,2,1,89916.39,227789.71,68456.64,26,stable
14105,27,Female,Urban,23299.44,4657.08,48761.89,0.03,3,14.25,3,3,24766.67,74910.81,358740.18,8,stable
14106,57,Male,Urban,48322.14,28962.85,224681.41,0.39,2,32.28,3,0,98005.95,110919.77,274118.57,50,stable
14107,53,Female,Urban,40498.68,12076.72,48546.37,0.12,5,36.1,0,1,44996.59,59950.7,849003.68,19,stable
14108,39,Female,Semi-Urban,40420.09,8774.32,111848.31,0.77,4,62.46,2,1,23571.63,342749.08,303942.37,8,stable
14109,46,Male,Urban,41523.22,18901.34,251053.2,0.35,2,87.05,5,2,67451.86,193414.41,165930.95,33,stable
14110,18,Male,Urban,58257.26,19023.81,195844.83,0.69,3,78.5,2,1,1563.12,331934.2,247052.4,16,stable
14111,27,Male,Urban,48409.41,28432.54,419257.69,0.87,4,81.1,4,0,77535.38,256627.63,655849.58,21,stable
14112,30,Male,Rural,62912.81,35120.4,383096.21,0.61,3,99.18,1,2,19451.3,161080.84,138484.02,34,stable
14113,32,Male,Semi-Urban,84726.2,14568.71,221629.89,0.23,2,61.8,0,2,62485.17,28485.36,450441.61,5,stable
14114,30,Female,Semi-Urban,60473.31,37102.08,163402.8,0.14,4,61.16,1,2,12438.91,497752.54,672788.16,14,stable
14115,18,Female,Semi-Urban,59592.77,41091.68,149538.63,0.42,4,87.34,1,0,76575.17,235036.68,588812.33,31,stable
14116,38,Female,Rural,45301.28,24940.93,390442.07,0.02,2,47.47,1,0,74694.04,249477.66,438752.97,0,stable
14117,40,Male,Urban,62585.0,37198.82,620770.74,0.22,1,76.05,2,0,43941.02,219225.86,269552.32,21,stable
14118,51,Female,Semi-Urban,53412.32,34742.83,203920.02,0.02,2,25.41,1,3,82058.14,295028.13,218975.91,59,stable
14119,27,Male,Semi-Urban,41462.67,23696.37,75639.14,0.61,4,83.66,4,2,89127.21,143573.14,511570.34,26,stable
14120,26,Male,Urban,50138.9,22604.69,72672.96,0.69,3,38.43,0,0,67586.89,53771.27,954562.02,27,stable
14121,18,Male,Urban,42940.96,6050.24,37676.59,0.72,5,94.92,0,1,15453.94,229650.39,668018.36,1,increase
14122,32,Female,Rural,60497.74,23634.35,278450.67,0.58,3,61.66,2,0,33084.49,411631.88,457874.01,1,stable
14123,44,Female,Semi-Urban,28508.13,16242.89,215175.6,0.43,6,1.77,0,2,93347.59,303951.07,108232.74,0,stable
14124,28,Male,Semi-Urban,48879.32,12402.22,215668.48,0.35,2,92.6,2,2,30043.13,198736.5,622335.28,5,increase
14125,56,Female,Semi-Urban,61955.3,30489.11,528634.83,0.28,4,14.31,0,2,40468.06,259186.07,300462.24,22,stable
14126,32,Female,Rural,67611.13,19546.24,336596.39,0.86,1,48.12,2,0,35550.72,216051.46,96521.17,21,stable
14127,36,Male,Semi-Urban,45986.29,28387.42,182013.39,0.63,1,89.3,3,1,47590.11,26453.37,923265.74,55,stable
14128,21,Male,Semi-Urban,61146.83,19441.82,228581.92,0.46,2,48.91,0,2,2453.65,43164.63,502924.3,36,stable
14129,37,Female,Semi-Urban,66736.39,8494.28,111075.64,0.48,1,94.66,1,0,35447.85,451592.89,202049.56,30,increase
14130,18,Female,Rural,47604.89,21393.81,225375.16,0.2,1,45.65,2,0,49978.63,92355.5,897952.89,37,stable
14131,41,Male,Semi-Urban,70935.34,9040.97,22180.01,0.04,3,92.12,0,0,56663.51,236681.23,215177.05,5,increase
14132,42,Female,Semi-Urban,44526.01,10214.61,88717.24,0.33,3,89.22,0,1,70657.6,242643.37,69046.6,9,increase
14133,48,Female,Rural,30283.98,12139.83,55022.66,0.02,4,97.67,1,1,4086.57,207208.38,315583.08,1,stable
14134,24,Female,Semi-Urban,38724.81,22304.17,51035.26,0.12,9,46.47,3,0,39918.1,226386.65,325395.93,42,stable
14135,36,Male,Urban,47941.66,14000.72,56704.93,0.16,3,67.43,1,0,21966.83,499831.97,918736.69,54,stable
14136,40,Male,Rural,61744.09,16893.5,265406.05,0.74,0,86.11,1,0,7204.43,383133.71,601458.79,2,increase
14137,39,Male,Urban,29233.67,4905.38,69718.02,0.15,1,54.34,2,0,20608.79,111540.85,852303.73,31,stable
14138,26,Female,Urban,50337.17,22722.11,260115.04,0.25,1,84.85,2,0,70113.89,106249.38,105110.64,18,stable
14139,18,Male,Semi-Urban,72683.66,30492.62,517285.74,0.21,3,79.23,3,1,77352.34,158903.37,583968.89,32,stable
14140,38,Male,Semi-Urban,44836.89,4722.35,44259.93,0.13,3,44.77,1,1,12962.26,31693.45,471913.64,56,stable
14141,33,Female,Semi-Urban,56928.11,29702.23,219699.48,0.85,4,78.21,4,0,45522.35,138637.77,97721.52,27,stable
14142,29,Female,Rural,50329.03,18935.26,177306.72,0.17,5,90.58,3,0,15821.67,439112.92,793270.54,20,stable
14143,42,Female,Rural,50308.01,13758.65,62606.44,0.61,1,16.87,0,1,97798.78,342895.81,553934.69,9,stable
14144,34,Female,Rural,34677.32,18256.73,250122.16,0.06,4,33.86,1,1,81648.53,454932.01,154953.86,51,stable
14145,21,Male,Urban,32346.89,18990.14,204197.74,0.59,9,59.45,0,1,61608.08,488300.3,610207.38,31,stable
14146,18,Male,Rural,51614.21,23654.03,458266.26,0.44,2,95.45,2,0,50411.89,315218.55,605723.42,54,stable
14147,23,Female,Rural,58164.08,9112.14,124648.18,0.7,3,68.46,2,2,57877.08,298776.64,758113.16,40,stable
14148,58,Male,Semi-Urban,57623.23,37079.4,514068.74,0.43,1,6.66,0,1,79254.17,227848.72,863061.7,43,stable
14149,42,Male,Urban,60013.27,6643.32,94128.99,0.53,2,36.34,1,2,86612.38,9502.65,107533.49,41,stable
14150,36,Female,Rural,57249.97,12915.71,55299.15,0.77,4,87.96,1,4,96772.67,524.55,771849.4,55,increase
14151,33,Female,Semi-Urban,47247.9,12220.15,224576.97,0.64,3,18.48,2,2,75891.99,187854.87,932874.06,60,stable
14152,32,Female,Semi-Urban,39884.96,12842.65,118960.38,0.45,5,27.95,4,1,91551.33,364028.98,138391.78,8,stable
14153,46,Male,Rural,63633.91,19936.01,131673.65,0.84,3,25.01,1,1,13431.09,261702.6,934372.39,47,stable
14154,30,Male,Urban,40024.21,25590.34,68498.42,0.8,2,88.44,0,1,91494.31,312502.05,965727.29,49,stable
14155,40,Male,Urban,50161.15,28977.58,433917.38,0.92,3,8.48,1,0,81067.12,297311.52,357204.35,41,stable
14156,31,Male,Rural,20607.22,4551.23,60839.56,0.28,6,18.54,1,3,88871.11,4071.37,153746.81,38,stable
14157,54,Male,Rural,72621.14,48835.83,421455.99,0.2,6,38.66,2,2,59049.96,216765.58,548530.63,4,stable
14158,42,Male,Rural,43330.44,13751.65,113369.27,0.38,4,77.75,1,1,45476.07,152279.33,476054.89,60,stable
14159,47,Female,Urban,21886.07,5058.51,63462.42,0.98,4,85.34,4,0,93074.24,377540.7,851531.09,19,increase
14160,29,Female,Urban,70487.55,47045.82,161282.2,0.31,5,7.96,5,0,90285.62,449535.64,200207.03,22,stable
14161,45,Female,Semi-Urban,49365.94,21875.37,418934.78,0.93,3,53.99,3,2,8732.93,123599.19,969582.67,41,stable
14162,31,Female,Semi-Urban,49305.17,22375.48,147049.46,0.61,5,14.76,1,1,14865.27,94755.97,896023.79,43,stable
14163,36,Male,Urban,74970.27,37004.87,289616.59,0.19,3,6.31,2,2,62301.71,116065.94,510397.41,30,stable
14164,51,Female,Semi-Urban,43322.69,20584.21,170685.32,0.77,0,24.37,2,1,8926.26,38475.68,621388.15,56,stable
14165,24,Female,Urban,71233.74,34044.88,574907.34,0.01,5,5.46,5,1,80808.77,456761.48,85142.71,2,stable
